90,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,70,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,70,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,70,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,70,20,10,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,70,20,10,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,70,20,10,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,70,20,10,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,70,20,10,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,70,20,10,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,70,20,10,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,70,20,10,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,70,20,10,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,70,20,10,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,20,10,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,20,10,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,20,10
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,30
