30,50,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,20,50,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10,20,50,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,10,20,50,20,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,10,20,50,20,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,10,20,50,20,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,10,20,50,20,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,10,20,50,20,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,10,20,50,20,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,10,20,50,20,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,10,20,50,20,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,10,20,50,20,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,10,20,50,20,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,10,20,50,20,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,10,20,50,20,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,20,50,20,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,20,50,20
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,20,70
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,90
